111theta,111intensity,200theta,200intensity,220theta,220intensity,311theta,311intensity,222theta,222intensity,400theta,400intensity
18.574,87.5,21.574,100,31.074,120.8,37.074,87.5,49.574,91.7,51.974,112.5
18.576,50,21.576,100,31.076,70.8,37.076,112.5,49.576,95.8,51.976,116.7
18.578,54.2,21.578,50,31.078,91.7,37.078,104.2,49.578,87.5,51.978,170.8
18.58,62.5,21.58,75,31.08,75,37.08,133.3,49.58,66.7,51.98,145.8
18.582,58.3,21.582,70.8,31.082,112.5,37.082,66.7,49.582,66.7,51.982,145.8
18.584,62.5,21.584,91.7,31.084,108.3,37.084,87.5,49.584,116.7,51.984,112.5
18.586,83.3,21.586,87.5,31.086,100,37.086,104.2,49.586,70.8,51.986,158.3
18.588,66.7,21.588,62.5,31.088,100,37.088,108.3,49.588,100,51.988,133.3
18.59,66.7,21.59,62.5,31.09,129.2,37.09,120.8,49.59,87.5,51.99,166.7
18.592,91.7,21.592,91.7,31.092,75,37.092,79.2,49.592,75,51.992,112.5
18.594,45.8,21.594,66.7,31.094,75,37.094,108.3,49.594,108.3,51.994,120.8
18.596,45.8,21.596,75,31.096,87.5,37.096,137.5,49.596,66.7,51.996,145.8
18.598,33.3,21.598,66.7,31.098,79.2,37.098,95.8,49.598,54.2,51.998,179.2
18.6,41.7,21.6,75,31.1,95.8,37.1,116.7,49.6,108.3,52,179.2
18.602,87.5,21.602,79.2,31.102,108.3,37.102,108.3,49.602,95.8,52.002,158.3
18.604,75,21.604,112.5,31.104,112.5,37.104,87.5,49.604,87.5,52.004,154.2
18.606,45.8,21.606,70.8,31.106,112.5,37.106,108.3,49.606,75,52.006,145.8
18.608,91.7,21.608,79.2,31.108,100,37.108,83.3,49.608,91.7,52.008,145.8
18.61,66.7,21.61,75,31.11,75,37.11,116.7,49.61,116.7,52.01,175
18.612,75,21.612,91.7,31.112,83.3,37.112,87.5,49.612,83.3,52.012,145.8
18.614,25,21.614,75,31.114,125,37.114,125,49.614,70.8,52.014,158.3
18.616,50,21.616,87.5,31.116,100,37.116,75,49.616,75,52.016,150
18.618,41.7,21.618,75,31.118,116.7,37.118,129.2,49.618,91.7,52.018,179.2
18.62,45.8,21.62,58.3,31.12,70.8,37.12,129.2,49.62,79.2,52.02,154.2
18.622,45.8,21.622,50,31.122,95.8,37.122,137.5,49.622,29.2,52.022,162.5
18.624,62.5,21.624,79.2,31.124,100,37.124,70.8,49.624,70.8,52.024,141.7
18.626,66.7,21.626,54.2,31.126,129.2,37.126,87.5,49.626,87.5,52.026,166.7
18.628,62.5,21.628,54.2,31.128,62.5,37.128,54.2,49.628,87.5,52.028,116.7
18.63,66.7,21.63,66.7,31.13,145.8,37.13,112.5,49.63,112.5,52.03,162.5
18.632,45.8,21.632,87.5,31.132,104.2,37.132,125,49.632,70.8,52.032,183.3
18.634,62.5,21.634,87.5,31.134,112.5,37.134,120.8,49.634,75,52.034,170.8
18.636,62.5,21.636,54.2,31.136,83.3,37.136,87.5,49.636,75,52.036,145.8
18.638,79.2,21.638,87.5,31.138,104.2,37.138,133.3,49.638,91.7,52.038,208.3
18.64,66.7,21.64,75,31.14,100,37.14,112.5,49.64,108.3,52.04,187.5
18.642,79.2,21.642,62.5,31.142,104.2,37.142,112.5,49.642,66.7,52.042,175
18.644,66.7,21.644,58.3,31.144,91.7,37.144,95.8,49.644,116.7,52.044,166.7
18.646,37.5,21.646,70.8,31.146,108.3,37.146,108.3,49.646,62.5,52.046,220.8
18.648,100,21.648,45.8,31.148,137.5,37.148,112.5,49.648,83.3,52.048,191.7
18.65,50,21.65,75,31.15,104.2,37.15,83.3,49.65,58.3,52.05,162.5
18.652,45.8,21.652,83.3,31.152,108.3,37.152,83.3,49.652,120.8,52.052,175
18.654,62.5,21.654,70.8,31.154,79.2,37.154,137.5,49.654,79.2,52.054,220.8
18.656,62.5,21.656,95.8,31.156,54.2,37.156,179.2,49.656,112.5,52.056,145.8
18.658,54.2,21.658,33.3,31.158,104.2,37.158,116.7,49.658,91.7,52.058,145.8
18.66,66.7,21.66,79.2,31.16,79.2,37.16,133.3,49.66,50,52.06,220.8
18.662,62.5,21.662,50,31.162,75,37.162,91.7,49.662,91.7,52.062,195.8
18.664,70.8,21.664,108.3,31.164,100,37.164,79.2,49.664,75,52.064,166.7
18.666,37.5,21.666,70.8,31.166,150,37.166,150,49.666,83.3,52.066,175
18.668,41.7,21.668,83.3,31.168,125,37.168,91.7,49.668,79.2,52.068,175
18.67,41.7,21.67,79.2,31.17,75,37.17,108.3,49.67,70.8,52.07,120.8
18.672,70.8,21.672,79.2,31.172,70.8,37.172,129.2,49.672,70.8,52.072,170.8
18.674,70.8,21.674,133.3,31.174,79.2,37.174,100,49.674,83.3,52.074,154.2
18.676,87.5,21.676,79.2,31.176,91.7,37.176,108.3,49.676,104.2,52.076,183.3
18.678,33.3,21.678,58.3,31.178,100,37.178,104.2,49.678,112.5,52.078,145.8
18.68,66.7,21.68,45.8,31.18,70.8,37.18,145.8,49.68,83.3,52.08,204.2
18.682,54.2,21.682,83.3,31.182,104.2,37.182,108.3,49.682,50,52.082,166.7
18.684,83.3,21.684,75,31.184,104.2,37.184,108.3,49.684,91.7,52.084,175
18.686,70.8,21.686,108.3,31.186,83.3,37.186,104.2,49.686,108.3,52.086,187.5
18.688,37.5,21.688,87.5,31.188,108.3,37.188,108.3,49.688,70.8,52.088,208.3
18.69,58.3,21.69,91.7,31.19,108.3,37.19,100,49.69,54.2,52.09,137.5
18.692,70.8,21.692,75,31.192,91.7,37.192,104.2,49.692,70.8,52.092,200
18.694,58.3,21.694,75,31.194,100,37.194,83.3,49.694,112.5,52.094,141.7
18.696,62.5,21.696,66.7,31.196,100,37.196,133.3,49.696,104.2,52.096,175
18.698,79.2,21.698,83.3,31.198,95.8,37.198,125,49.698,100,52.098,200
18.7,62.5,21.7,75,31.2,108.3,37.2,70.8,49.7,129.2,52.1,208.3
18.702,87.5,21.702,104.2,31.202,116.7,37.202,120.8,49.702,108.3,52.102,150
18.704,62.5,21.704,66.7,31.204,120.8,37.204,112.5,49.704,70.8,52.104,208.3
18.706,54.2,21.706,54.2,31.206,83.3,37.206,112.5,49.706,75,52.106,216.7
18.708,70.8,21.708,66.7,31.208,100,37.208,120.8,49.708,112.5,52.108,162.5
18.71,58.3,21.71,75,31.21,87.5,37.21,129.2,49.71,70.8,52.11,187.5
18.712,87.5,21.712,108.3,31.212,141.7,37.212,95.8,49.712,95.8,52.112,229.2
18.714,54.2,21.714,79.2,31.214,79.2,37.214,116.7,49.714,91.7,52.114,225
18.716,58.3,21.716,95.8,31.216,125,37.216,62.5,49.716,87.5,52.116,191.7
18.718,58.3,21.718,75,31.218,95.8,37.218,83.3,49.718,79.2,52.118,233.3
18.72,79.2,21.72,95.8,31.22,87.5,37.22,137.5,49.72,66.7,52.12,187.5
18.722,50,21.722,45.8,31.222,100,37.222,125,49.722,62.5,52.122,191.7
18.724,37.5,21.724,104.2,31.224,125,37.224,116.7,49.724,91.7,52.124,229.2
18.726,50,21.726,66.7,31.226,116.7,37.226,83.3,49.726,83.3,52.126,216.7
18.728,120.8,21.728,104.2,31.228,75,37.228,120.8,49.728,70.8,52.128,200
18.73,70.8,21.73,125,31.23,116.7,37.23,112.5,49.73,79.2,52.13,275
18.732,62.5,21.732,79.2,31.232,104.2,37.232,83.3,49.732,91.7,52.132,275
18.734,20.8,21.734,62.5,31.234,112.5,37.234,112.5,49.734,95.8,52.134,175
18.736,29.2,21.736,75,31.236,137.5,37.236,129.2,49.736,66.7,52.136,195.8
18.738,62.5,21.738,58.3,31.238,120.8,37.238,112.5,49.738,91.7,52.138,254.2
18.74,54.2,21.74,75,31.24,91.7,37.24,104.2,49.74,104.2,52.14,195.8
18.742,75,21.742,91.7,31.242,95.8,37.242,120.8,49.742,83.3,52.142,195.8
18.744,58.3,21.744,79.2,31.244,120.8,37.244,66.7,49.744,66.7,52.144,158.3
18.746,62.5,21.746,54.2,31.246,87.5,37.246,133.3,49.746,62.5,52.146,233.3
18.748,58.3,21.748,83.3,31.248,120.8,37.248,108.3,49.748,62.5,52.148,195.8
18.75,70.8,21.75,95.8,31.25,108.3,37.25,79.2,49.75,75,52.15,208.3
18.752,62.5,21.752,112.5,31.252,104.2,37.252,125,49.752,91.7,52.152,191.7
18.754,79.2,21.754,83.3,31.254,83.3,37.254,112.5,49.754,58.3,52.154,262.5
18.756,45.8,21.756,104.2,31.256,83.3,37.256,137.5,49.756,87.5,52.156,179.2
18.758,37.5,21.758,79.2,31.258,58.3,37.258,137.5,49.758,83.3,52.158,216.7
18.76,75,21.76,95.8,31.26,104.2,37.26,129.2,49.76,108.3,52.16,233.3
18.762,79.2,21.762,66.7,31.262,66.7,37.262,91.7,49.762,75,52.162,212.5
18.764,79.2,21.764,70.8,31.264,129.2,37.264,125,49.764,75,52.164,262.5
18.766,29.2,21.766,75,31.266,116.7,37.266,112.5,49.766,62.5,52.166,233.3
18.768,75,21.768,58.3,31.268,100,37.268,116.7,49.768,58.3,52.168,233.3
18.77,87.5,21.77,75,31.27,141.7,37.27,133.3,49.77,95.8,52.17,245.8
18.772,58.3,21.772,91.7,31.272,91.7,37.272,129.2,49.772,79.2,52.172,300
18.774,91.7,21.774,75,31.274,129.2,37.274,66.7,49.774,87.5,52.174,233.3
18.776,54.2,21.776,95.8,31.276,104.2,37.276,95.8,49.776,75,52.176,308.3
18.778,62.5,21.778,79.2,31.278,79.2,37.278,120.8,49.778,79.2,52.178,262.5
18.78,37.5,21.78,66.7,31.28,125,37.28,104.2,49.78,45.8,52.18,279.2
18.782,58.3,21.782,58.3,31.282,112.5,37.282,100,49.782,108.3,52.182,191.7
18.784,41.7,21.784,83.3,31.284,108.3,37.284,129.2,49.784,87.5,52.184,304.2
18.786,66.7,21.786,100,31.286,125,37.286,116.7,49.786,70.8,52.186,170.8
18.788,37.5,21.788,75,31.288,125,37.288,112.5,49.788,54.2,52.188,291.7
18.79,87.5,21.79,75,31.29,112.5,37.29,95.8,49.79,91.7,52.19,283.3
18.792,62.5,21.792,62.5,31.292,158.3,37.292,141.7,49.792,104.2,52.192,225
18.794,87.5,21.794,70.8,31.294,154.2,37.294,133.3,49.794,91.7,52.194,258.3
18.796,79.2,21.796,95.8,31.296,129.2,37.296,87.5,49.796,87.5,52.196,308.3
18.798,75,21.798,87.5,31.298,66.7,37.298,133.3,49.798,125,52.198,279.2
18.8,70.8,21.8,66.7,31.3,66.7,37.3,141.7,49.8,91.7,52.2,258.3
18.802,37.5,21.802,100,31.302,91.7,37.302,112.5,49.802,66.7,52.202,295.8
18.804,66.7,21.804,104.2,31.304,141.7,37.304,112.5,49.804,116.7,52.204,283.3
18.806,58.3,21.806,62.5,31.306,100,37.306,112.5,49.806,70.8,52.206,291.7
18.808,87.5,21.808,50,31.308,95.8,37.308,112.5,49.808,50,52.208,312.5
18.81,70.8,21.81,83.3,31.31,83.3,37.31,154.2,49.81,91.7,52.21,266.7
18.812,41.7,21.812,54.2,31.312,91.7,37.312,129.2,49.812,95.8,52.212,354.2
18.814,70.8,21.814,95.8,31.314,120.8,37.314,104.2,49.814,79.2,52.214,270.8
18.816,45.8,21.816,62.5,31.316,104.2,37.316,104.2,49.816,91.7,52.216,270.8
18.818,62.5,21.818,83.3,31.318,108.3,37.318,108.3,49.818,83.3,52.218,266.7
18.82,54.2,21.82,75,31.32,120.8,37.32,154.2,49.82,41.7,52.22,279.2
18.822,75,21.822,70.8,31.322,112.5,37.322,87.5,49.822,58.3,52.222,320.8
18.824,62.5,21.824,79.2,31.324,108.3,37.324,162.5,49.824,87.5,52.224,337.5
18.826,58.3,21.826,95.8,31.326,137.5,37.326,158.3,49.826,104.2,52.226,383.3
18.828,54.2,21.828,25,31.328,116.7,37.328,104.2,49.828,70.8,52.228,275
18.83,91.7,21.83,50,31.33,95.8,37.33,145.8,49.83,100,52.23,325
18.832,54.2,21.832,87.5,31.332,125,37.332,137.5,49.832,95.8,52.232,329.2
18.834,54.2,21.834,83.3,31.334,95.8,37.334,79.2,49.834,75,52.234,283.3
18.836,66.7,21.836,83.3,31.336,125,37.336,104.2,49.836,37.5,52.236,312.5
18.838,58.3,21.838,58.3,31.338,83.3,37.338,91.7,49.838,79.2,52.238,329.2
18.84,58.3,21.84,87.5,31.34,154.2,37.34,91.7,49.84,95.8,52.24,283.3
18.842,70.8,21.842,95.8,31.342,112.5,37.342,141.7,49.842,62.5,52.242,350
18.844,70.8,21.844,62.5,31.344,133.3,37.344,112.5,49.844,95.8,52.244,391.7
18.846,62.5,21.846,104.2,31.346,104.2,37.346,129.2,49.846,91.7,52.246,233.3
18.848,58.3,21.848,75,31.348,141.7,37.348,166.7,49.848,62.5,52.248,354.2
18.85,41.7,21.85,91.7,31.35,141.7,37.35,91.7,49.85,83.3,52.25,333.3
18.852,83.3,21.852,62.5,31.352,125,37.352,112.5,49.852,91.7,52.252,370.8
18.854,37.5,21.854,58.3,31.354,125,37.354,129.2,49.854,79.2,52.254,350
18.856,50,21.856,58.3,31.356,133.3,37.356,108.3,49.856,75,52.256,279.2
18.858,41.7,21.858,95.8,31.358,108.3,37.358,91.7,49.858,133.3,52.258,391.7
18.86,50,21.86,75,31.36,87.5,37.36,108.3,49.86,50,52.26,358.3
18.862,83.3,21.862,62.5,31.362,91.7,37.362,145.8,49.862,83.3,52.262,329.2
18.864,66.7,21.864,87.5,31.364,125,37.364,125,49.864,83.3,52.264,375
18.866,79.2,21.866,79.2,31.366,137.5,37.366,120.8,49.866,83.3,52.266,295.8
18.868,58.3,21.868,100,31.368,112.5,37.368,87.5,49.868,70.8,52.268,379.2
18.87,66.7,21.87,116.7,31.37,75,37.37,112.5,49.87,79.2,52.27,308.3
18.872,37.5,21.872,79.2,31.372,100,37.372,120.8,49.872,104.2,52.272,333.3
18.874,37.5,21.874,95.8,31.374,104.2,37.374,70.8,49.874,112.5,52.274,325
18.876,66.7,21.876,62.5,31.376,120.8,37.376,125,49.876,75,52.276,291.7
18.878,62.5,21.878,79.2,31.378,116.7,37.378,95.8,49.878,75,52.278,300
18.88,79.2,21.88,45.8,31.38,112.5,37.38,104.2,49.88,83.3,52.28,370.8
18.882,79.2,21.882,70.8,31.382,100,37.382,150,49.882,83.3,52.282,425
18.884,66.7,21.884,70.8,31.384,95.8,37.384,145.8,49.884,70.8,52.284,441.7
18.886,104.2,21.886,87.5,31.386,116.7,37.386,141.7,49.886,108.3,52.286,391.7
18.888,100,21.888,100,31.388,137.5,37.388,116.7,49.888,141.7,52.288,287.5
18.89,75,21.89,66.7,31.39,133.3,37.39,91.7,49.89,108.3,52.29,370.8
18.892,50,21.892,54.2,31.392,133.3,37.392,137.5,49.892,91.7,52.292,333.3
18.894,75,21.894,95.8,31.394,104.2,37.394,133.3,49.894,83.3,52.294,441.7
18.896,41.7,21.896,62.5,31.396,170.8,37.396,100,49.896,83.3,52.296,404.2
18.898,62.5,21.898,58.3,31.398,91.7,37.398,158.3,49.898,104.2,52.298,295.8
18.9,62.5,21.9,104.2,31.4,116.7,37.4,137.5,49.9,70.8,52.3,458.3
18.902,41.7,21.902,120.8,31.402,145.8,37.402,141.7,49.902,66.7,52.302,383.3
18.904,45.8,21.904,62.5,31.404,108.3,37.404,108.3,49.904,83.3,52.304,429.2
18.906,87.5,21.906,83.3,31.406,141.7,37.406,95.8,49.906,66.7,52.306,379.2
18.908,66.7,21.908,91.7,31.408,108.3,37.408,137.5,49.908,37.5,52.308,400
18.91,54.2,21.91,45.8,31.41,129.2,37.41,116.7,49.91,75,52.31,304.2
18.912,83.3,21.912,91.7,31.412,120.8,37.412,104.2,49.912,83.3,52.312,366.7
18.914,83.3,21.914,104.2,31.414,116.7,37.414,100,49.914,79.2,52.314,412.5
18.916,33.3,21.916,91.7,31.416,129.2,37.416,112.5,49.916,108.3,52.316,429.2
18.918,66.7,21.918,87.5,31.418,116.7,37.418,120.8,49.918,91.7,52.318,404.2
18.92,79.2,21.92,50,31.42,108.3,37.42,137.5,49.92,87.5,52.32,420.8
18.922,58.3,21.922,79.2,31.422,137.5,37.422,112.5,49.922,75,52.322,400
18.924,54.2,21.924,79.2,31.424,108.3,37.424,108.3,49.924,70.8,52.324,395.8
18.926,54.2,21.926,62.5,31.426,108.3,37.426,104.2,49.926,75,52.326,383.3
18.928,66.7,21.928,104.2,31.428,104.2,37.428,120.8,49.928,87.5,52.328,391.7
18.93,58.3,21.93,87.5,31.43,216.7,37.43,125,49.93,87.5,52.33,450
18.932,75,21.932,79.2,31.432,83.3,37.432,108.3,49.932,91.7,52.332,483.3
18.934,50,21.934,104.2,31.434,158.3,37.434,104.2,49.934,75,52.334,420.8
18.936,37.5,21.936,70.8,31.436,133.3,37.436,133.3,49.936,83.3,52.336,433.3
18.938,70.8,21.938,108.3,31.438,133.3,37.438,133.3,49.938,75,52.338,466.7
18.94,91.7,21.94,108.3,31.44,133.3,37.44,162.5,49.94,79.2,52.34,379.2
18.942,75,21.942,91.7,31.442,133.3,37.442,116.7,49.942,91.7,52.342,391.7
18.944,66.7,21.944,87.5,31.444,137.5,37.444,150,49.944,91.7,52.344,379.2
18.946,66.7,21.946,112.5,31.446,141.7,37.446,120.8,49.946,104.2,52.346,508.3
18.948,87.5,21.948,83.3,31.448,133.3,37.448,154.2,49.948,75,52.348,366.7
18.95,70.8,21.95,79.2,31.45,154.2,37.45,125,49.95,91.7,52.35,429.2
18.952,66.7,21.952,70.8,31.452,133.3,37.452,112.5,49.952,66.7,52.352,370.8
18.954,66.7,21.954,83.3,31.454,108.3,37.454,133.3,49.954,75,52.354,404.2
18.956,58.3,21.956,108.3,31.456,120.8,37.456,100,49.956,83.3,52.356,362.5
18.958,62.5,21.958,129.2,31.458,170.8,37.458,104.2,49.958,87.5,52.358,408.3
18.96,79.2,21.96,70.8,31.46,120.8,37.46,125,49.96,120.8,52.36,375
18.962,75,21.962,100,31.462,104.2,37.462,125,49.962,100,52.362,341.7
18.964,95.8,21.964,62.5,31.464,108.3,37.464,150,49.964,87.5,52.364,400
18.966,50,21.966,100,31.466,87.5,37.466,108.3,49.966,104.2,52.366,408.3
18.968,83.3,21.968,87.5,31.468,104.2,37.468,91.7,49.968,75,52.368,454.2
18.97,70.8,21.97,79.2,31.47,79.2,37.47,125,49.97,79.2,52.37,333.3
18.972,83.3,21.972,79.2,31.472,125,37.472,91.7,49.972,54.2,52.372,383.3
18.974,66.7,21.974,87.5,31.474,116.7,37.474,116.7,49.974,75,52.374,375
18.976,79.2,21.976,87.5,31.476,150,37.476,120.8,49.976,83.3,52.376,420.8
18.978,91.7,21.978,104.2,31.478,141.7,37.478,145.8,49.978,91.7,52.378,420.8
18.98,41.7,21.98,120.8,31.48,91.7,37.48,112.5,49.98,62.5,52.38,466.7
18.982,100,21.982,66.7,31.482,145.8,37.482,120.8,49.982,83.3,52.382,433.3
18.984,75,21.984,83.3,31.484,158.3,37.484,150,49.984,70.8,52.384,370.8
18.986,108.3,21.986,104.2,31.486,116.7,37.486,129.2,49.986,83.3,52.386,433.3
18.988,91.7,21.988,70.8,31.488,116.7,37.488,191.7,49.988,100,52.388,366.7
18.99,62.5,21.99,58.3,31.49,112.5,37.49,145.8,49.99,120.8,52.39,412.5
18.992,62.5,21.992,83.3,31.492,112.5,37.492,112.5,49.992,95.8,52.392,283.3
18.994,87.5,21.994,91.7,31.494,125,37.494,141.7,49.994,104.2,52.394,387.5
18.996,45.8,21.996,66.7,31.496,133.3,37.496,104.2,49.996,62.5,52.396,429.2
18.998,70.8,21.998,79.2,31.498,104.2,37.498,112.5,49.998,91.7,52.398,329.2
19,70.8,22,66.7,31.5,108.3,37.5,187.5,50,66.7,52.4,420.8
19.002,66.7,22.002,83.3,31.502,145.8,37.502,200,50.002,120.8,52.402,445.8
19.004,66.7,22.004,95.8,31.504,108.3,37.504,104.2,50.004,62.5,52.404,379.2
19.006,62.5,22.006,58.3,31.506,170.8,37.506,116.7,50.006,112.5,52.406,358.3
19.008,58.3,22.008,62.5,31.508,129.2,37.508,112.5,50.008,83.3,52.408,416.7
19.01,95.8,22.01,100,31.51,133.3,37.51,120.8,50.01,70.8,52.41,358.3
19.012,66.7,22.012,83.3,31.512,145.8,37.512,158.3,50.012,79.2,52.412,366.7
19.014,50,22.014,91.7,31.514,158.3,37.514,150,50.014,75,52.414,395.8
19.016,87.5,22.016,108.3,31.516,150,37.516,137.5,50.016,95.8,52.416,337.5
19.018,79.2,22.018,75,31.518,129.2,37.518,116.7,50.018,95.8,52.418,379.2
19.02,50,22.02,83.3,31.52,112.5,37.52,129.2,50.02,112.5,52.42,362.5
19.022,100,22.022,112.5,31.522,108.3,37.522,133.3,50.022,66.7,52.422,366.7
19.024,70.8,22.024,79.2,31.524,120.8,37.524,170.8,50.024,137.5,52.424,279.2
19.026,58.3,22.026,83.3,31.526,125,37.526,104.2,50.026,95.8,52.426,383.3
19.028,54.2,22.028,62.5,31.528,129.2,37.528,116.7,50.028,62.5,52.428,308.3
19.03,100,22.03,120.8,31.53,95.8,37.53,112.5,50.03,87.5,52.43,333.3
19.032,70.8,22.032,70.8,31.532,129.2,37.532,129.2,50.032,104.2,52.432,295.8
19.034,54.2,22.034,125,31.534,116.7,37.534,95.8,50.034,66.7,52.434,354.2
19.036,54.2,22.036,112.5,31.536,125,37.536,125,50.036,83.3,52.436,291.7
19.038,70.8,22.038,58.3,31.538,150,37.538,141.7,50.038,120.8,52.438,345.8
19.04,41.7,22.04,79.2,31.54,158.3,37.54,150,50.04,70.8,52.44,308.3
19.042,79.2,22.042,116.7,31.542,125,37.542,120.8,50.042,95.8,52.442,312.5
19.044,70.8,22.044,70.8,31.544,154.2,37.544,183.3,50.044,79.2,52.444,312.5
19.046,70.8,22.046,100,31.546,112.5,37.546,104.2,50.046,83.3,52.446,345.8
19.048,108.3,22.048,66.7,31.548,150,37.548,129.2,50.048,87.5,52.448,316.7
19.05,50,22.05,62.5,31.55,104.2,37.55,158.3,50.05,87.5,52.45,404.2
19.052,83.3,22.052,70.8,31.552,162.5,37.552,166.7,50.052,62.5,52.452,308.3
19.054,75,22.054,58.3,31.554,158.3,37.554,112.5,50.054,108.3,52.454,358.3
19.056,87.5,22.056,79.2,31.556,120.8,37.556,170.8,50.056,75,52.456,350
19.058,91.7,22.058,95.8,31.558,179.2,37.558,108.3,50.058,112.5,52.458,350
19.06,58.3,22.06,100,31.56,133.3,37.56,129.2,50.06,87.5,52.46,300
19.062,58.3,22.062,145.8,31.562,120.8,37.562,116.7,50.062,70.8,52.462,316.7
19.064,79.2,22.064,62.5,31.564,104.2,37.564,129.2,50.064,125,52.464,358.3
19.066,58.3,22.066,79.2,31.566,104.2,37.566,120.8,50.066,95.8,52.466,308.3
19.068,79.2,22.068,95.8,31.568,133.3,37.568,162.5,50.068,120.8,52.468,266.7
19.07,112.5,22.07,108.3,31.57,187.5,37.57,154.2,50.07,91.7,52.47,325
19.072,70.8,22.072,75,31.572,129.2,37.572,108.3,50.072,79.2,52.472,341.7
19.074,91.7,22.074,83.3,31.574,166.7,37.574,112.5,50.074,125,52.474,233.3
19.076,45.8,22.076,120.8,31.576,166.7,37.576,116.7,50.076,95.8,52.476,333.3
19.078,83.3,22.078,79.2,31.578,120.8,37.578,133.3,50.078,75,52.478,275
19.08,125,22.08,137.5,31.58,166.7,37.58,145.8,50.08,100,52.48,283.3
19.082,83.3,22.082,62.5,31.582,158.3,37.582,108.3,50.082,83.3,52.482,287.5
19.084,83.3,22.084,62.5,31.584,166.7,37.584,141.7,50.084,79.2,52.484,325
19.086,104.2,22.086,129.2,31.586,158.3,37.586,116.7,50.086,95.8,52.486,375
19.088,75,22.088,91.7,31.588,179.2,37.588,116.7,50.088,83.3,52.488,295.8
19.09,62.5,22.09,133.3,31.59,104.2,37.59,120.8,50.09,116.7,52.49,304.2
19.092,62.5,22.092,116.7,31.592,137.5,37.592,170.8,50.092,125,52.492,266.7
19.094,58.3,22.094,70.8,31.594,162.5,37.594,145.8,50.094,112.5,52.494,316.7
19.096,66.7,22.096,91.7,31.596,116.7,37.596,125,50.096,87.5,52.496,300
19.098,79.2,22.098,91.7,31.598,212.5,37.598,179.2,50.098,79.2,52.498,254.2
19.1,95.8,22.1,91.7,31.6,83.3,37.6,100,50.1,87.5,52.5,312.5
