111thetas,111intensity,200thetas,200intensity,220thetas,220intensity,311thetas,311intensity,222thetas,222intensity,400thetas,400intensity
19.94,7.1184436763069545,22.94,33.15485532756392,32.94,23.443819422791147,38.44,41.92366829645052,51.44,4.751049392666412,53.2,2.7995550383639727
19.95,6.661263705831473,22.95,30.35902302485103,32.95,22.634285980759977,38.45,39.20366583989779,51.45,4.579902865332606,53.21,2.7370251713140084
19.96,6.246387999324527,22.96,27.89502514425951,32.96,21.86587193049015,38.46,36.73544872657299,51.46,4.4177945083655645,53.22,2.676560157079221
19.97,5.8687974218465255,22.97,25.713528266764218,32.97,21.135845349109694,38.47,34.489430981652696,51.47,4.2641020738150175,53.23,2.6180703724882792
19.98,5.524189303256553,22.98,23.77381094399876,32.98,20.441696960915905,38.48,32.44016463512557,51.48,4.118255691996109,53.24,2.5614709886357043
19.99,5.208859228027512,22.99,22.04207194542606,32.99,19.781118762693012,38.49,30.56567882292584,51.49,3.979732694797791,53.25,2.506681667404585
20.0,4.919604751694108,23.0,20.490100619241648,33.0,19.151984999786595,38.5,28.846935869963488,51.5,3.8480530231696335,53.26,2.4536262800918665
20.01,4.6536465639787785,23.01,19.094227297409283,33.01,18.55233520272427,38.51,27.26738195167863,51.51,3.7227751450355626,53.27,2.4022326463223367
20.02,4.408563610994879,23.02,17.8344907587567,33.02,17.980359033785287,38.52,25.812574472802858,51.52,3.603492420141156,53.28,2.3524322916016844
20.03,4.182239446034177,23.03,16.693974501027967,33.03,17.4343827266047,38.53,24.469871891655334,51.53,3.4898298570417703,53.29,2.304160222007794
20.04,3.9728176593223306,23.04,15.658274839832735,33.04,16.912856930648047,38.54,23.228174555824946,51.54,3.3814412148441426,53.3,2.257354714654628
20.05,3.778664685285922,23.05,14.715072426074956,33.05,16.41434579698885,38.55,22.07770736074509,51.55,3.2780064086316423,53.31,2.2119571226826333
20.06,3.598338633549788,23.06,13.853785288546163,33.06,15.937517162882614,38.56,21.00983682323454,51.56,3.179229182898823,53.32,2.1679116936398817
20.07,3.430563061042837,23.07,13.065286462931715,33.07,15.481133710748534,38.57,20.016916577399172,51.57,3.084835021948362,53.33,2.1251654002159
20.08,3.2742048151987087,23.08,12.341673044633252,33.08,15.04404499275177,38.58,19.09215642832868,51.58,2.994569270172753,53.34,2.083667782380571
20.09,3.128255245774348,23.09,11.676076389808427,33.09,14.625180225644806,38.59,18.229511000894377,51.59,2.9081954385629736,53.35,2.0433708000604573
20.1,2.9918142154973606,23.1,11.06250540461669,33.1,14.22354177215058,38.6,17.423584744230517,51.6,2.825493676730975,53.36,2.004228695558222
20.11,2.864076445333702,23.11,10.495716570026703,33.11,13.838199235251825,38.61,16.66955063449812,51.61,2.7462593922793723,53.37,1.9661978649881715
